short_title,title,code or value,description,count
URD2MHLC,URD2MHLC - 2-methylhippuric acid comment code,.,Missing,385
URX34M,URX34M - 3-methipurc acd & 4-methipurc acd(ng/mL),5.66 to 14400,Range of Values,2628
URX34M,URX34M - 3-methipurc acd & 4-methipurc acd(ng/mL),.,Missing,127
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,0,At or above the detection limit,2609
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,1,Below lower detection limit,19
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,.,Missing,127
URXAAM,URXAAM - N-ace-S-(2-carbamoylethyl)-L-cys(ng/mL),1.56 to 2750,Range of Values,2511
URXAAM,URXAAM - N-ace-S-(2-carbamoylethyl)-L-cys(ng/mL),.,Missing,244
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,0,At or above the detection limit,2508
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,1,Below lower detection limit,3
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,.,Missing,244
URXAMC,URXAMC - N-ace-S-(N-methlcarbamoyl)-L-cys(ng/mL),4.43 to 3880,Range of Values,2629
URXAMC,URXAMC - N-ace-S-(N-methlcarbamoyl)-L-cys(ng/mL),.,Missing,126
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,0,At or above the detection limit,2620
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,1,Below lower detection limit,9
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,.,Missing,126
URXATC,URXATC - 2-amnothiazolne-4-carbxylic acid(ng/mL),10.6 to 2030,Range of Values,2523
URXATC,URXATC - 2-amnothiazolne-4-carbxylic acid(ng/mL),.,Missing,232
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,0,At or above the detection limit,2396
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,1,Below lower detection limit,127
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,.,Missing,232
URXBMA,URXBMA - N-acetyl-S-(benzyl)-L-cysteine(ng/mL),0.354 to 539,Range of Values,2622
URXBMA,URXBMA - N-acetyl-S-(benzyl)-L-cysteine(ng/mL),.,Missing,133
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,0,At or above the detection limit,2593
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,1,Below lower detection limit,29
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,.,Missing,133
URXBPM,URXBPM - N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),0.85 to 618,Range of Values,2631
URXBPM,URXBPM - N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),.,Missing,124
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,0,At or above the detection limit,1810
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,1,Below lower detection limit,821
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,.,Missing,124
URXCEM,URXCEM - N-acetyl-S- (2-carbxyethyl)-L-cys(ng/mL),4.92 to 4870,Range of Values,2609
URXCEM,URXCEM - N-acetyl-S- (2-carbxyethyl)-L-cys(ng/mL),.,Missing,146
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,0,At or above the detection limit,2578
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,1,Below lower detection limit,31
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,.,Missing,146
URXCYM,URXCYM - N-acetyl-S-(2-cyanoethyl)-L-cyst(ng/mL),0.354 to 1640,Range of Values,2576
URXCYM,URXCYM - N-acetyl-S-(2-cyanoethyl)-L-cyst(ng/mL),.,Missing,179
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,0,At or above the detection limit,2308
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,1,Below lower detection limit,268
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,.,Missing,179
URXDHB,"URXDHB - N-ace-S- (3,4-dihidxybutl)-L-cys(ng/mL)",3.71 to 3280,Range of Values,2639
URXDHB,"URXDHB - N-ace-S- (3,4-dihidxybutl)-L-cys(ng/mL)",.,Missing,116
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",0,At or above the detection limit,2638
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",1,Below lower detection limit,1
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",.,Missing,116
URXDPM,URXDPM - N-ace-S-(dimethylphenyl)-L-cys(ng/mL),0.354 to 1.93,Range of Values,2471
URXDPM,URXDPM - N-ace-S-(dimethylphenyl)-L-cys(ng/mL),.,Missing,284
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,0,At or above the detection limit,9
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,1,Below lower detection limit,2462
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,.,Missing,284
URXGAM,URXGAM - N-ac-S-(2-carbmo-2-hydxel)-L-cys(ng/mL),6.65 to 246,Range of Values,2636
URXGAM,URXGAM - N-ac-S-(2-carbmo-2-hydxel)-L-cys(ng/mL),.,Missing,119
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,0,At or above the detection limit,1073
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,1,Below lower detection limit,1563
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,.,Missing,119
URXHEM,URXHEM - N-ace-S-(2-hydroxyethyl)-L-cys(ng/mL),0.559 to 71.8,Range of Values,2586
URXHEM,URXHEM - N-ace-S-(2-hydroxyethyl)-L-cys(ng/mL),.,Missing,169
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,0,At or above the detection limit,1191
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,1,Below lower detection limit,1395
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,.,Missing,169
URXHP2,URXHP2 - N-ace-S-(2-hydroxypropyl)-L-cys(ng/mL),3.75 to 6510,Range of Values,2597
URXHP2,URXHP2 - N-ace-S-(2-hydroxypropyl)-L-cys(ng/mL),.,Missing,158
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,0,At or above the detection limit,2431
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,1,Below lower detection limit,166
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,.,Missing,158
URXHPM,URXHPM - N-ace-S-(3-hydroxypropyl)-L-cys(ng/mL),9.2 to 27400,Range of Values,2606
URXHPM,URXHPM - N-ace-S-(3-hydroxypropyl)-L-cys(ng/mL),.,Missing,149
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,0,At or above the detection limit,2599
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,1,Below lower detection limit,7
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,.,Missing,149
URXMAD,URXMAD - Mandelic acid(ng/mL),8.5 to 2040,Range of Values,2541
URXMAD,URXMAD - Mandelic acid(ng/mL),.,Missing,214
URDMADLC,URDMADLC - Mandelic acid comment code,0,At or above the detection limit,2482
URDMADLC,URDMADLC - Mandelic acid comment code,1,Below lower detection limit,59
URDMADLC,URDMADLC - Mandelic acid comment code,.,Missing,214
URXMB1,URXMB1 - N-A-S-(1-hydrxMet)-2-Prpn)-L-cys(ng/mL),0.495 to 1.56,Range of Values,2587
URXMB1,URXMB1 - N-A-S-(1-hydrxMet)-2-Prpn)-L-cys(ng/mL),.,Missing,168
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,0,At or above the detection limit,14
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,1,Below lower detection limit,2573
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,.,Missing,168
URXMB2,URXMB2 - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys(ng/mL),0.495 to 17.4,Range of Values,2627
URXMB2,URXMB2 - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys(ng/mL),.,Missing,128
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,0,At or above the detection limit,272
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,1,Below lower detection limit,2355
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,.,Missing,128
URXMB3,URXMB3 - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys(ng/mL),0.424 to 264,Range of Values,2520
URXMB3,URXMB3 - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys(ng/mL),.,Missing,235
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,0,At or above the detection limit,2480
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,1,Below lower detection limit,40
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,.,Missing,235
URXPHE,URXPHE - N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL),0.495 to 82.1,Range of Values,2569
URXPHE,URXPHE - N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL),.,Missing,186
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,0,At or above the detection limit,922
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,1,Below lower detection limit,1647
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,.,Missing,186
URXPHG,URXPHG - Phenylglyoxylic acid(ng/mL),8.5 to 2160,Range of Values,2575
URXPHG,URXPHG - Phenylglyoxylic acid(ng/mL),.,Missing,180
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,0,At or above the detection limit,2553
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,1,Below lower detection limit,22
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,.,Missing,180
URXPMA,URXPMA - N-acetyl-S-(phenyl)-L-cysteine(ng/mL),0.424 to 28.3,Range of Values,2561
URXPMA,URXPMA - N-acetyl-S-(phenyl)-L-cysteine(ng/mL),.,Missing,194
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,0,At or above the detection limit,969
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,1,Below lower detection limit,1592
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,.,Missing,194
URXPMM,URXPMM - N-A-S-(3-hydrxprpl-1-metl)-L-cys(ng/mL),2.12 to 20800,Range of Values,2593
URXPMM,URXPMM - N-A-S-(3-hydrxprpl-1-metl)-L-cys(ng/mL),.,Missing,162
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,0,At or above the detection limit,2592
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,1,Below lower detection limit,1
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,.,Missing,162
URXTCV,URXTCV - N-acetyl-S-(trichlorovinyl)-L-cys(ng/mL),2.12,2.12,2619
URXTCV,URXTCV - N-acetyl-S-(trichlorovinyl)-L-cys(ng/mL),.,Missing,136
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,0,At or above the detection limit,0
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,1,Below lower detection limit,2619
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,.,Missing,136
URXTTC,URXTTC - 2-thoxothazlidne-4-carbxylic acid(ng/mL),7.9 to 1130,Range of Values,2640
URXTTC,URXTTC - 2-thoxothazlidne-4-carbxylic acid(ng/mL),.,Missing,115
URDTTCLC,URDTTCLC - 2-thoxothazlidne-4-carbxylic comt,0,At or above the detection limit,927
URDTTCLC,URDTTCLC - 2-thoxothazlidne-4-carbxylic comt,1,Below lower detection limit,1713
URDTTCLC,URDTTCLC - 2-thoxothazlidne-4-carbxylic comt,.,Missing,115
WTFSM,WTFSM - Two Year Smoking Weights,6426.907677 to 456840.9815,Range of Values,2546
WTFSM,WTFSM - Two Year Smoking Weights,0,No Lab Result,59
WTFSM,WTFSM - Two Year Smoking Weights,.,Missing,0
URXUCR  ,"URXUCR   - Creatinine, urine (mg/dL)",5 to 546,Range of Values,2544
URXUCR  ,"URXUCR   - Creatinine, urine (mg/dL)",.,Missing,61
URX1DC,"URX1DC - N-Acel-S-(1,2-dichlorovinl)-L-cys(ng/mL)",8.9 to 13.6,Range of Values,2347
URX1DC,"URX1DC - N-Acel-S-(1,2-dichlorovinl)-L-cys(ng/mL)",.,Missing,258
URD1DCLC,"URD1DCLC - N-acel-S-(1,2-dichlorovinl)-L-cys comt",0,At or above the detection limit,1
URD1DCLC,"URD1DCLC - N-acel-S-(1,2-dichlorovinl)-L-cys comt",1,Below lower detection limit,2346
URD1DCLC,"URD1DCLC - N-acel-S-(1,2-dichlorovinl)-L-cys comt",.,Missing,258
URX2DC,"URX2DC - N-acel-S-(2,2-dichlorvinyl)-L-cys(ng/mL)",3.32 to 8.97,Range of Values,2420
URX2DC,"URX2DC - N-acel-S-(2,2-dichlorvinyl)-L-cys(ng/mL)",.,Missing,185
URD2DCLC,"URD2DCLC - N-acel-S-(2,2-dichlorvinyl)-L-cys comt",0,At or above the detection limit,1
URD2DCLC,"URD2DCLC - N-acel-S-(2,2-dichlorvinyl)-L-cys comt",1,Below lower detection limit,2419
URD2DCLC,"URD2DCLC - N-acel-S-(2,2-dichlorvinyl)-L-cys comt",.,Missing,185
URX2MH,URX2MH - 2-methylhippuric acid (ng/mL),3.54 to 2220,Range of Values,2266
URX2MH,URX2MH - 2-methylhippuric acid (ng/mL),.,Missing,339
URD2MHLC,URD2MHLC - 2-methylhippuric acid comment code,0,At or above the detection limit,2112
URD2MHLC,URD2MHLC - 2-methylhippuric acid comment code,1,Below lower detection limit,154
URD2MHLC,URD2MHLC - 2-methylhippuric acid comment code,.,Missing,339
URX34M,URX34M - 3-methipurc acd & 4-methipurc acd(ng/mL),5.66 to 14400,Range of Values,2492
URX34M,URX34M - 3-methipurc acd & 4-methipurc acd(ng/mL),.,Missing,113
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,0,At or above the detection limit,2477
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,1,Below lower detection limit,15
URD34MLC,URD34MLC - 3-methipurc acd & 4-methipurc acid comt,.,Missing,113
URXAAM,URXAAM - N-ace-S-(2-carbamoylethyl)-L-cys(ng/mL),1.56 to 2750,Range of Values,2366
URXAAM,URXAAM - N-ace-S-(2-carbamoylethyl)-L-cys(ng/mL),.,Missing,239
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,0,At or above the detection limit,2363
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,1,Below lower detection limit,3
URDAAMLC,URDAAMLC - N-ace-S-(2-carbamoylethyl)-L-cys comt,.,Missing,239
URXAMC,URXAMC - N-ace-S-(N-methlcarbamoyl)-L-cys(ng/mL),4.43 to 4820,Range of Values,2490
URXAMC,URXAMC - N-ace-S-(N-methlcarbamoyl)-L-cys(ng/mL),.,Missing,115
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,0,At or above the detection limit,2486
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,1,Below lower detection limit,4
URDAMCLC,URDAMCLC - N-ace-S-(N-methlcarbamoyl)-L-cys comt,.,Missing,115
URXATC,URXATC - 2-amnothiazolne-4-carbxylic acid(ng/mL),10.6 to 2030,Range of Values,2370
URXATC,URXATC - 2-amnothiazolne-4-carbxylic acid(ng/mL),.,Missing,235
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,0,At or above the detection limit,2241
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,1,Below lower detection limit,129
URDATCLC,URDATCLC - 2-amnothiazolne-4-carbxylic acid comt,.,Missing,235
URXBMA,URXBMA - N-acetyl-S-(benzyl)-L-cysteine(ng/mL),0.354 to 539,Range of Values,2489
URXBMA,URXBMA - N-acetyl-S-(benzyl)-L-cysteine(ng/mL),.,Missing,116
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,0,At or above the detection limit,2463
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,1,Below lower detection limit,26
URDBMALC,URDBMALC - N-acetyl-S-(benzyl)-L-cysteine comt,.,Missing,116
URXBPM,URXBPM - N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),0.85 to 618,Range of Values,2492
URXBPM,URXBPM - N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),.,Missing,113
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,0,At or above the detection limit,1735
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,1,Below lower detection limit,757
URDBPMLC,URDBPMLC - N-acetyl-S-(n-propyl)-L-cysteine comt,.,Missing,113
URXCEM,URXCEM - N-acetyl-S- (2-carbxyethyl)-L-cys(ng/mL),4.92 to 6480,Range of Values,2479
URXCEM,URXCEM - N-acetyl-S- (2-carbxyethyl)-L-cys(ng/mL),.,Missing,126
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,0,At or above the detection limit,2455
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,1,Below lower detection limit,24
URDCEMLC,URDCEMLC - N-acetyl-S-(2-carbxyethyl)-L-cys comt,.,Missing,126
URXCYM,URXCYM - N-acetyl-S-(2-cyanoethyl)-L-cyst(ng/mL),0.354 to 2860,Range of Values,2428
URXCYM,URXCYM - N-acetyl-S-(2-cyanoethyl)-L-cyst(ng/mL),.,Missing,177
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,0,At or above the detection limit,2238
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,1,Below lower detection limit,190
URDCYMLC,URDCYMLC - N-acetyl-S-(2-cyanoethyl)-L-cyst comt,.,Missing,177
URXDHB,"URXDHB - N-ace-S- (3,4-dihidxybutl)-L-cys(ng/mL)",3.71 to 3280,Range of Values,2502
URXDHB,"URXDHB - N-ace-S- (3,4-dihidxybutl)-L-cys(ng/mL)",.,Missing,103
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",0,At or above the detection limit,2501
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",1,Below lower detection limit,1
URDDHBLC,"URDDHBLC - N-ace-S- (3,4-dihidxybutl)-L-cys comt",.,Missing,103
URXDPM,URXDPM - N-ace-S-(dimethylphenyl)-L-cys(ng/mL),0.354 to 1.93,Range of Values,2340
URXDPM,URXDPM - N-ace-S-(dimethylphenyl)-L-cys(ng/mL),.,Missing,265
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,0,At or above the detection limit,9
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,1,Below lower detection limit,2331
URDDPMLC,URDDPMLC - N-ace-S-(dimethylphenyl)-L-cys comt,.,Missing,265
URXGAM,URXGAM - N-ac-S-(2-carbmo-2-hydxel)-L-cys(ng/mL),6.65 to 297,Range of Values,2501
URXGAM,URXGAM - N-ac-S-(2-carbmo-2-hydxel)-L-cys(ng/mL),.,Missing,104
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,0,At or above the detection limit,1202
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,1,Below lower detection limit,1299
URDGAMLC,URDGAMLC - N-ac-S-(2-carbmo-2-hydxel)-L-cys comt,.,Missing,104
URXHEM,URXHEM - N-ace-S-(2-hydroxyethyl)-L-cys(ng/mL),0.559 to 47.6,Range of Values,2452
URXHEM,URXHEM - N-ace-S-(2-hydroxyethyl)-L-cys(ng/mL),.,Missing,153
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,0,At or above the detection limit,1304
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,1,Below lower detection limit,1148
URDHEMLC,URDHEMLC - N-ace-S-(2-hydroxyethyl)-L-cys comt,.,Missing,153
URXHP2,URXHP2 - N-ace-S-(2-hydroxypropyl)-L-cys(ng/mL),3.75 to 4100,Range of Values,2467
URXHP2,URXHP2 - N-ace-S-(2-hydroxypropyl)-L-cys(ng/mL),.,Missing,138
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,0,At or above the detection limit,2339
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,1,Below lower detection limit,128
URDHP2LC,URDHP2LC - N-ace-S-(2-hydroxypropyl)-L-cys comt,.,Missing,138
URXHPM,URXHPM - N-ace-S-(3-hydroxypropyl)-L-cys(ng/mL),9.2 to 27400,Range of Values,2475
URXHPM,URXHPM - N-ace-S-(3-hydroxypropyl)-L-cys(ng/mL),.,Missing,130
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,0,At or above the detection limit,2470
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,1,Below lower detection limit,5
URDHPMLC,URDHPMLC - N-ace-S-(3-hydroxypropyl)-L-cys comt,.,Missing,130
URXMAD,URXMAD - Mandelic acid(ng/mL),8.5 to 9090,Range of Values,2422
URXMAD,URXMAD - Mandelic acid(ng/mL),.,Missing,183
URDMADLC,URDMADLC - Mandelic acid comment code,0,At or above the detection limit,2381
URDMADLC,URDMADLC - Mandelic acid comment code,1,Below lower detection limit,41
URDMADLC,URDMADLC - Mandelic acid comment code,.,Missing,183
URXMB1,URXMB1 - N-A-S-(1-hydrxMet)-2-Prpn)-L-cys(ng/mL),0.495 to 1.56,Range of Values,2448
URXMB1,URXMB1 - N-A-S-(1-hydrxMet)-2-Prpn)-L-cys(ng/mL),.,Missing,157
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,0,At or above the detection limit,45
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,1,Below lower detection limit,2403
URDMB1LC,URDMB1LC - N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt,.,Missing,157
URXMB2,URXMB2 - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys(ng/mL),0.495 to 30.6,Range of Values,2486
URXMB2,URXMB2 - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys(ng/mL),.,Missing,119
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,0,At or above the detection limit,623
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,1,Below lower detection limit,1863
URDMB2LC,URDMB2LC - N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt,.,Missing,119
URXMB3,URXMB3 - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys(ng/mL),0.424 to 361,Range of Values,2395
URXMB3,URXMB3 - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys(ng/mL),.,Missing,210
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,0,At or above the detection limit,2370
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,1,Below lower detection limit,25
URDMB3LC,URDMB3LC - N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt,.,Missing,210
URXPHE,URXPHE - N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL),0.495 to 138,Range of Values,2441
URXPHE,URXPHE - N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL),.,Missing,164
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,0,At or above the detection limit,1081
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,1,Below lower detection limit,1360
URDPHELC,URDPHELC - N-ace-S-(phenl-2-hydxyetl)-L-cys comt,.,Missing,164
URXPHG,URXPHG - Phenylglyoxylic acid(ng/mL),8.5 to 13000,Range of Values,2435
URXPHG,URXPHG - Phenylglyoxylic acid(ng/mL),.,Missing,170
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,0,At or above the detection limit,2412
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,1,Below lower detection limit,23
URDPHGLC,URDPHGLC - Phenylglyoxylic acid comment code,.,Missing,170
URXPMA,URXPMA - N-acetyl-S-(phenyl)-L-cysteine(ng/mL),0.424 to 28.3,Range of Values,2434
URXPMA,URXPMA - N-acetyl-S-(phenyl)-L-cysteine(ng/mL),.,Missing,171
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,0,At or above the detection limit,909
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,1,Below lower detection limit,1525
URDPMALC,URDPMALC - N-acetyl-S-(phenyl)-L-cysteine comt,.,Missing,171
URXPMM,URXPMM - N-A-S-(3-hydrxprpl-1-metl)-L-cys(ng/mL),2.12 to 20800,Range of Values,2418
URXPMM,URXPMM - N-A-S-(3-hydrxprpl-1-metl)-L-cys(ng/mL),.,Missing,187
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,0,At or above the detection limit,2417
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,1,Below lower detection limit,1
URDPMMLC,URDPMMLC - N-A-S-(3-hydrxprpl-1-metl)-L-cys comt,.,Missing,187
URXTCV,URXTCV - N-acetyl-S-(trichlorovinyl)-L-cys(ng/mL),2.12,2.12,2486
URXTCV,URXTCV - N-acetyl-S-(trichlorovinyl)-L-cys(ng/mL),.,Missing,119
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,0,At or above the detection limit,0
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,1,Below lower detection limit,2486
URDTCVLC,URDTCVLC - N-acetyl-S-(trichlorovinyl)-L-cys comt,.,Missing,119
URXTTC,URXTTC - 2-thoxothazlidne-4-carbxylic acid(ng/mL),7.9 to 1130,Range of Values,2504
URXTTC,URXTTC - 2-thoxothazlidne-4-carbxylic acid(ng/mL),.,Missing,101
URDTTCLC,URDTTCLC - 2-thoxothazlidne-4-carbxylic comt,0,At or above the detection limit,948
URDTTCLC,URDTTCLC - 2-thoxothazlidne-4-carbxylic comt,1,Below lower detection limit,1556
